Position,Season,Tm,Team,Age,W,L,W/L%,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA
0,2021-22,DAW,Dallas Wings,24.8,14,18,0.4375,15,17,-0.53,0.3,-0.23,104.3,105,-0.7,77.2,0.233,0.327,0.521,0.477,14.1,27.8,0.193,0.505,14.1,77.6,0.206
0,2021-22,WAM,Washington Mystics,28.7,12,20,0.3750,11,21,-3.84,0.26,-3.58,101.5,106.4,-4.9,78.3,0.251,0.396,0.519,0.475,13.7,21.9,0.203,0.52,15.3,76.4,0.208
0,2021-22,LAS,Los Angeles Sparks,27.5,12,20,0.3750,10,22,-4.34,0.55,-3.79,93.7,99.3,-5.6,77.1,0.237,0.306,0.501,0.462,15.4,17.4,0.181,0.476,19.2,71.4,0.267
0,2021-22,ATD,Atlanta Dream,27.4,8,24,0.2500,9,23,-5.63,0.24,-5.38,99.3,106.4,-7.1,78.6,0.214,0.269,0.489,0.459,12.1,24.6,0.154,0.52,16.8,73.7,0.234
0,2021-22,NYL,New York Liberty,25.7,12,20,0.3750,7,25,-7.03,0.71,-6.32,97,105.7,-8.7,80.6,0.222,0.42,0.541,0.504,18.2,18.4,0.181,0.488,13.2,75.2,0.203
0,2021-22,INF,Indiana Fever,27.3,6,26,0.1875,5,27,-9.81,0.85,-8.97,97.4,110.1,-12.7,77.3,0.249,0.253,0.498,0.453,15.4,27.4,0.199,0.517,13.6,75.6,0.222
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
